#
41
0
1
0 -0 -2.00187
0.025 -1.9678 -1.97722
0.05 -3.88715 -1.90389
0.075 -5.71079 -1.78368
0.1 -7.3938 -1.61955
0.125 -8.89476 -1.41554
0.15 -10.1767 -1.17667
0.175 -11.2081 -0.908831
0.2 -11.9634 -0.618613
0.225 -12.4242 -0.313164
0.25 -12.5791 -2.65607e-06
0.275 -12.4242 0.313158
0.3 -11.9634 0.618608
0.325 -11.2081 0.908826
0.35 -10.1767 1.17667
0.375 -8.89478 1.41553
0.4 -7.39383 1.61954
0.425 -5.71082 1.78368
0.45 -3.88718 1.90389
0.475 -1.96784 1.97722
0.5 -3.33798e-05 2.00187
0.525 1.96777 1.97722
0.55 3.88712 1.90389
0.575 5.71076 1.78368
0.6 7.39378 1.61955
0.625 8.89474 1.41554
0.65 10.1767 1.17667
0.675 11.208 0.908836
0.7 11.9634 0.618618
0.725 12.4242 0.313169
0.75 12.5791 7.96821e-06
0.775 12.4242 -0.313153
0.8 11.9635 -0.618603
0.825 11.2081 -0.908821
0.85 10.1767 -1.17666
0.875 8.89481 -1.41553
0.9 7.39386 -1.61954
0.925 5.71085 -1.78367
0.95 3.88722 -1.90389
0.975 1.96787 -1.97722
1 6.67595e-05 -2.00187
