0.841026 0.606987
0.761665 0.479233
0.735414 0.279622
0.879923 0.414491
0.766383 0.366513
0.752667 0.409703
0.919821 0.463251
0.945034 0.386834
0.810950 0.136192
1.152874 0.500566
1.216144 0.487421
1.236104 0.623641
1.239729 0.783063
1.301868 0.671069
1.215628 0.489211
1.199813 0.388600
1.443320 0.484852
1.355627 0.403904
1.323337 0.471663
1.305495 0.582736
1.353159 0.835155
1.190340 0.718850
0.945568 0.557276
1.076748 0.720431
1.256723 0.892720
1.165583 0.941094
0.981643 0.664662
0.827605 0.649219
0.858113 0.567812
0.722701 0.505960
1.041688 0.764760
0.839932 0.615882
0.606025 0.659189
1.021267 0.933048
1.145169 1.069194
1.205941 1.137753
1.242657 0.955629
0.996306 0.726287
0.864007 0.684438
0.903783 0.594610
1.084254 0.969670
0.786339 0.829616
0.833539 0.988732
0.979318 1.015966
0.879652 0.916470
1.104851 1.038476
1.226793 1.232735
1.280106 1.250656
1.069410 1.198005
1.043007 0.967956
1.206525 0.912957
1.344966 0.955368
1.169425 0.630941
1.275873 0.663580
1.607127 0.580237
1.392440 0.559216
1.319406 0.741347
1.282646 0.665537
0.927352 0.359619
0.697381 0.201479
0.837300 0.279222
0.692469 -0.018502
0.977885 0.284357
1.038136 0.597027
1.019376 0.421052
0.979801 0.413281
1.261841 0.666529
1.173648 0.798935
0.869731 0.650374
1.125604 0.765560
1.189959 0.495382
1.123609 0.684267
0.849264 0.405402
0.492058 0.129729
0.563306 0.134935
0.529983 0.143209
0.838351 0.420997
0.968559 0.487764
0.780259 0.523503
0.578352 0.384616
0.540741 0.492084
0.689680 0.510217
0.532108 0.180239
0.604640 0.382599
0.422397 0.179483
0.622700 0.352582
0.684433 0.354045
0.745519 0.133279
0.800795 0.237966
0.809110 0.237770
0.698866 0.067281
0.641608 0.276079
0.739900 0.278801
0.992668 0.627394
1.206898 0.843369
1.366189 0.986359
1.409336 0.919644
1.329682 0.697586
1.140656 0.552465
0.910153 0.242641
1.007078 0.477149
1.169932 0.668900
0.990371 0.302106
0.818130 0.309237
0.694588 0.257451
0.832414 0.278190
0.757335 0.409909
0.705455 0.337105
0.906053 0.553878
0.558437 0.453519
0.660208 0.787594
0.715188 0.895252
0.856315 1.038027
0.874593 0.956065
0.995246 0.914662
0.949622 0.832845
0.890717 0.941161
0.643518 0.823080
0.623367 0.852446
1.054367 1.087644
1.003126 0.905944
0.968686 0.708393
1.095195 0.994286
0.967514 0.858623
0.908939 0.729400
0.908841 0.724487
0.931600 0.542949
1.022588 0.875223
0.781796 0.700623
0.791034 0.890459
0.915644 0.937459
0.969246 0.984547
0.857006 0.724345
1.043307 0.817474
0.911879 0.422500
1.024296 0.563349
0.926230 0.546905
1.100874 0.623832
0.891166 0.440595
0.985671 0.518598
1.044145 0.683433
1.024476 0.660502
0.999136 0.417981
1.059927 0.393782
1.095596 0.324291
0.969969 0.309145
0.830461 0.214716
0.965228 0.642123
1.080526 0.666405
1.211688 0.883465
1.108817 0.747265
1.087254 0.862033
1.247366 1.169099
1.196021 1.068421
1.144111 1.126491
1.051507 1.051035
1.081083 1.081348
1.181648 1.246232
0.952408 1.087709
0.847243 0.906239
0.816656 0.821788
0.764025 0.913294
0.637127 0.670196
0.928580 0.790239
1.337281 1.098238
1.053917 1.106088
1.021743 1.199993
1.058603 1.091204
1.011398 1.224235
1.235495 1.419086
0.969800 1.273250
1.107527 1.420309
1.192513 1.391948
0.578745 0.907768
0.432825 0.677954
0.855783 0.660283
0.683881 0.661360
0.823426 0.655240
0.834483 0.717848
0.984698 0.840546
0.907989 0.793338
0.942143 0.725569
0.901105 0.699865
1.042139 0.842791
1.025940 0.913311
0.847120 0.708539
1.100318 0.838789
0.859718 0.925722
0.927280 0.784407
0.916409 0.749054
0.699459 0.639947
0.534500 0.416856
0.580353 0.573027
0.764796 0.676635
0.807638 0.694668
0.770536 0.539492
0.943780 0.677542
0.761984 0.511644
0.866307 0.612276
1.039145 0.814377
0.786204 0.613222
0.929808 0.867655
