0	-7.458128	-10.268901	4.006862	-2.603269	-1.083016	-4.006253
1	-12.640601	7.243129	-14.279605	-4.481679	1.745939	0.930725
2	10.480277	-4.015072	-2.867908	-3.737429	-2.131761	-2.342482
3	15.901667	0.843771	-10.911168	4.795879	0.239129	-0.970755
4	5.385345	-7.803996	-4.857980	-4.412353	-1.151969	1.790003
5	-0.216317	-5.448329	-5.969533	2.415888	3.516355	2.408055
6	-2.598839	-3.449190	12.766209	-4.833530	0.484775	0.634018
7	9.082550	-0.312753	-7.700381	-4.544589	-1.828062	-0.069990
8	12.900893	5.797879	-0.920759	1.746958	-0.013625	-4.576893
9	14.105500	-0.764348	-14.938846	-0.863131	1.322536	-4.637446
10	-6.430425	8.293626	-4.722176	0.144634	1.833533	-4.540621
11	2.224182	-14.896583	7.694625	2.658711	0.976626	-3.997181
12	2.859652	-7.720661	-11.638217	-1.958204	1.832591	4.099640
13	6.200649	-7.249815	-7.152594	0.902076	1.060564	4.696963
14	0.683119	10.005470	0.364677	-4.402758	-2.071156	-0.570997
15	1.926159	5.003150	8.392572	-0.246264	0.656144	4.848590
16	1.550937	-13.706474	5.334538	3.087928	3.165947	-2.107482
17	-8.454293	-2.084060	11.294889	-0.093525	-2.449284	4.241729
18	-9.162522	8.644589	-7.099925	-1.056230	-2.139309	4.278754
19	6.538488	14.243207	-1.803332	-1.017861	4.362214	1.983695
20	-15.828478	15.757106	14.213799	-2.707711	0.792768	-4.004974
21	3.616542	9.248758	-0.655763	0.090619	0.731422	-4.843223
22	14.688790	8.812984	-9.895802	1.774892	-3.960611	-2.272294
23	9.649665	12.633362	5.071891	-1.410689	-1.248688	4.522249
24	-14.616574	-11.515010	0.375386	-2.330249	4.309259	0.015011
25	-14.372396	-13.195328	14.555809	-1.401696	3.851866	2.682979
26	-5.609952	-12.143313	-3.484437	-2.532849	-3.955695	1.391816
27	-1.121131	-6.031160	8.959055	-1.756022	-3.835328	-2.491314
28	-4.947673	-4.756874	-1.973162	2.750336	-3.366916	-2.258214
29	-7.239190	9.705327	-9.548798	3.390613	-1.274347	-3.298451
30	8.678026	-12.601735	-13.489259	0.452560	-4.836016	-0.638856
31	-9.636075	-11.950786	14.055331	-4.515776	1.783693	-0.652849
32	9.241189	-10.205282	-1.016105	-1.067713	3.965486	2.671125
33	-3.893805	8.470761	3.444041	-1.920528	-0.222132	-4.501359
34	-7.293119	-4.133373	4.678276	-2.162215	-3.238981	2.972176
35	-3.524089	8.210631	-4.135348	0.735362	-0.033300	4.843360
36	-16.629089	-16.212679	1.404797	-1.579209	3.053252	3.490523
37	-13.683214	-7.374160	13.040851	-4.059845	-2.719129	0.352138
38	14.542588	6.804672	-10.494971	4.448173	2.043190	0.197823
39	-0.672035	-0.093891	-5.894335	-1.071421	4.357636	-1.965469
40	-12.510338	7.160739	8.480785	0.563663	-4.805454	-0.768046
41	7.113895	15.922976	-8.563356	-0.008956	-0.593840	4.862846
42	-16.951487	13.502605	-9.290192	1.641856	-1.619058	4.322379
43	17.475901	13.562627	2.917527	0.647429	4.542975	-1.715288
44	11.257134	9.950459	15.317517	1.790422	-4.374025	1.289299
45	-0.312767	-2.821897	4.565023	1.638843	-3.278551	3.250430
46	12.536422	2.544169	3.440070	-3.652838	-0.264142	-3.253768
47	-7.425789	-2.165752	-12.203783	0.154454	3.479759	-3.444912
48	16.835379	-12.959327	7.481018	-2.263767	2.297825	3.687189
49	12.326898	12.361913	-12.833078	-3.799667	-2.463184	-1.869560
50	10.924401	-17.337166	6.037735	-3.428521	2.908788	-1.945301
51	-9.626496	6.838542	12.029415	4.438667	-1.419943	-1.510627
52	-5.318400	2.030343	-11.190993	-3.787153	-2.689128	-1.557582
53	-15.270823	14.354251	16.728167	-1.592948	-0.057606	-4.632407
54	15.923890	9.084750	0.000806	4.685550	-0.619562	-1.289093
55	-2.660867	-16.998588	11.970863	-1.448852	-4.410710	1.564117
56	8.326752	-4.431663	-3.317258	-1.752719	-0.764217	4.510427
57	6.474584	10.251754	-12.667252	-2.350339	3.592046	-2.360744
58	0.803969	12.554918	2.413869	-3.140971	1.786978	3.307720
59	-5.032403	-14.213111	3.685331	4.871204	0.511268	0.099872
60	-6.282940	17.717190	9.039146	-4.727912	0.113178	1.278296
61	-13.596338	10.011231	0.113423	3.864581	2.170887	2.086208
62	6.336241	5.880517	-15.156723	3.507201	-0.119241	-3.418380
63	-10.818581	-13.398423	8.473482	1.987760	-0.186657	-4.473698
64	-6.360307	8.103690	6.977826	-3.514538	0.625787	3.355057
65	-7.588726	10.989117	12.229572	-1.523227	1.580504	-4.379702
66	12.648324	-15.994589	13.653940	-4.507449	0.092010	1.916882
67	3.921424	-12.106723	-7.057499	2.156009	-3.387461	-2.806552
68	1.555143	13.060165	12.302246	-3.403518	3.343625	1.111863
69	10.098292	11.003902	17.603914	1.592000	-1.886895	-4.231449
70	13.705978	-6.838505	15.669749	-4.355359	1.767473	-1.380901
71	13.542935	12.214612	-7.702985	-3.092244	-0.707106	-3.733367
72	-6.745379	-16.823373	-11.171798	0.442056	-4.191446	-2.497273
73	11.494135	6.640103	15.124080	2.838160	3.176812	-2.419237
74	11.893484	4.732908	-14.417189	-3.485721	-3.286142	-1.025193
75	-0.151301	-6.381008	11.893203	-3.296442	2.608346	2.515950
76	-6.701315	-2.515161	0.980780	-4.121231	-2.647942	-0.062136
77	-4.788140	10.840014	14.134849	-1.307659	-2.208078	-4.173059
78	2.244536	9.069965	-5.574433	3.023384	-2.655823	2.793877
79	3.161668	-12.137591	-9.559432	3.482773	2.033849	2.780961
80	1.658219	2.827994	-10.968846	4.644397	0.365286	1.515302
81	9.481458	12.817204	-4.850198	-0.324921	0.852059	-4.813359
82	-9.685150	-9.833297	-8.304549	1.539213	4.029640	2.322246
83	4.137691	2.559950	-7.183224	4.811615	-0.485563	0.782679
84	-3.397146	-15.871247	-10.362383	3.226737	2.701532	2.507966
85	-10.831818	3.918298	-17.399433	3.095503	-3.700753	0.849875
86	7.012115	10.539222	9.447602	3.978946	2.783933	0.646300
87	-2.723567	3.612716	-7.322778	-3.910730	-1.744632	2.379590
88	-14.620527	-14.310970	-7.843433	-2.263552	3.694586	-2.286124
89	-4.796587	-1.567135	-15.375763	4.029697	0.847273	-2.653991
90	-5.937072	-2.478160	-9.200694	-0.611495	-1.191838	4.712281
91	-8.307874	7.759404	-11.314147	-0.350694	-2.811798	-3.996349
92	-3.630399	-11.451902	-11.565669	-2.823961	-0.752931	-3.931710
93	-13.047787	-16.624817	7.015876	-3.670280	-1.591276	2.827876
94	-2.277883	-3.562141	1.371105	4.111205	-1.699702	-2.051586
95	17.076391	-13.170783	-7.210474	2.328775	4.309942	0.034752
96	10.733032	-15.832549	-1.203784	0.997734	-0.833285	4.723363
97	8.099417	-0.023418	7.974312	2.385997	-4.199052	0.821571
98	5.421830	-9.337594	-13.679252	4.404104	1.840687	-1.102605
99	-1.696556	-2.037167	-8.708043	3.749969	-2.594181	-1.791076
100	17.425539	-7.273251	-8.173022	-1.158830	3.674292	3.026002
101	13.786397	11.238466	8.059045	-0.995755	4.672457	-1.084721
102	4.294742	1.910931	-5.173345	3.372678	-0.356396	-3.535254
103	-2.914498	5.835377	14.796801	-0.174353	3.912143	-2.943592
104	-11.471980	-16.867506	17.743894	4.057994	-2.407202	1.318357
105	-5.705782	15.229596	-12.803216	-3.756710	-2.053362	2.381351
106	-13.137159	-10.642000	-7.482646	4.223680	1.131219	2.209270
107	-0.259834	10.958184	-5.525385	3.475846	1.601749	-3.058251
108	16.319782	-8.163174	-14.584723	2.738765	-0.646808	4.010088
109	-12.991656	-13.849237	-6.509462	-2.356861	-3.284830	-2.766785
110	-7.020008	3.751785	1.822755	-2.138498	2.390321	3.703133
111	-11.982123	0.772591	0.405858	-2.637868	-3.771571	1.678364
112	12.799521	15.692003	-1.428160	2.943187	-2.687741	2.848455
113	8.628049	11.159218	-11.819043	-2.635685	-2.620293	-3.191744
114	-1.841968	-5.931088	3.841131	3.791520	2.382748	1.986677
115	1.725772	12.676416	-5.181887	-4.673366	1.448529	-0.247812
116	-12.544165	-17.670259	-0.471944	1.517469	4.200650	-2.012915
