10.00 -0.6362 0.3100 0.0309
20.00 -1.3122 0.5434 0.1593
30.00 -1.2979 0.6018 0.1342
40.00 -1.1299 0.3501 0.1668
50.00 -1.3096 0.3848 0.1845
60.00 -1.1105 0.4236 0.2023
70.00 -0.9322 0.8034 0.3206
80.00 -1.3515 0.8630 0.3660
90.00 -1.2286 0.8802 0.3163
100.00 -1.2031 1.3502 0.1074
110.00 -0.8922 1.5892 -0.0265
120.00 -1.5012 1.8622 -0.2542
130.00 -1.5726 1.6560 -0.1839
140.00 -1.7040 1.4276 -0.0047
150.00 -1.6638 1.2645 0.1311
160.00 -1.8149 0.9890 -0.2045
170.00 -2.1374 0.7197 -0.4582
180.00 -2.5007 0.3411 -0.5897
190.00 -2.7536 0.5375 -0.4134
200.00 -2.4476 0.5784 -0.4284
210.00 -2.1815 0.6924 -0.1915
220.00 -2.1948 0.7987 -0.2019
230.00 -2.2343 0.9609 -0.3759
240.00 -2.6639 0.4577 -0.5574
250.00 -2.8141 0.2814 -0.6873
260.00 -3.0638 0.2949 -0.6400
270.00 -3.3608 0.3390 -0.7679
280.00 -3.7974 0.4682 -0.4440
290.00 -4.1268 0.6106 -0.3846
300.00 -4.6095 0.6508 -0.2384
310.00 -4.4250 0.8241 -0.3823
320.00 -4.4328 0.6948 -0.1517
330.00 -4.4078 0.7199 -0.1325
340.00 -4.2890 0.6678 -0.1649
350.00 -4.2501 0.8456 0.1761
360.00 -4.4681 1.0696 0.3304
370.00 -4.6547 1.1176 -0.0411
380.00 -4.4127 1.2757 0.2009
390.00 -4.8551 1.8465 0.5911
400.00 -4.9870 1.8612 1.0325
410.00 -4.8547 1.8611 1.2154
420.00 -4.8191 1.5778 1.3466
430.00 -4.9926 1.4855 1.1356
440.00 -5.2160 1.9372 1.0899
450.00 -5.1420 1.9282 1.1855
460.00 -5.2727 2.4130 1.1798
470.00 -5.7818 2.5435 1.3056
480.00 -6.1094 2.8208 1.4162
490.00 -6.0090 2.8244 1.1605
500.00 -6.5149 2.7194 0.8500
510.00 -6.7166 3.0031 0.8891
520.00 -6.5654 3.0812 1.2283
530.00 -6.7661 2.9426 1.2359
540.00 -6.8336 2.9881 1.3304
550.00 -7.0165 2.9592 0.7755
560.00 -7.1320 2.8717 0.6317
570.00 -7.2200 3.2014 0.6615
580.00 -7.2145 3.0924 0.9632
590.00 -7.4766 3.1364 0.5225
600.00 -6.9306 3.1464 0.4490
610.00 -6.9640 2.9133 0.6660
620.00 -7.0647 2.5067 0.6184
630.00 -7.3753 2.3729 0.7384
640.00 -7.4615 2.6394 0.7619
650.00 -7.8045 2.6010 0.1869
660.00 -7.4305 2.8042 0.3028
670.00 -7.6887 3.2714 0.8088
680.00 -8.2075 3.3328 0.9678
690.00 -8.1377 3.1365 0.8098
700.00 -8.1800 3.3001 1.2787
710.00 -8.2896 3.7355 1.0874
720.00 -8.3334 3.7436 0.9507
730.00 -8.3501 3.4344 1.1240
740.00 -8.6318 3.6642 1.2994
750.00 -8.5962 3.6429 0.8964
760.00 -8.4966 3.9990 1.3173
770.00 -8.3482 4.1959 1.2605
780.00 -8.1397 3.6292 1.5781
790.00 -8.2358 3.2639 1.9707
800.00 -8.7368 3.3801 1.5968
810.00 -8.8856 3.6624 1.5549
820.00 -8.9759 3.6119 1.8173
830.00 -8.8815 3.9575 1.8838
840.00 -8.7477 4.0328 1.9376
850.00 -8.8491 4.0513 1.7500
860.00 -8.5712 4.2418 1.8857
870.00 -8.6991 4.6612 1.3931
880.00 -8.5330 4.8866 1.7536
890.00 -8.4848 4.7330 1.8657
900.00 -8.4291 4.7897 2.0663
910.00 -8.2939 4.6570 2.4132
920.00 -8.4011 4.5248 2.7040
930.00 -8.4786 4.5546 2.6209
940.00 -8.5580 4.1960 2.8175
950.00 -8.7399 3.9275 2.5881
960.00 -8.7517 3.7712 2.6622
970.00 -9.0361 3.5586 2.8435
980.00 -9.0872 3.1924 2.5719
990.00 -8.8947 2.9613 2.4787
1000.00 -8.7562 2.9249 2.6745
1010.00 -8.6983 2.7972 2.8414
1020.00 -8.8982 2.7820 2.8533
1030.00 -8.8401 2.5965 2.7666
1040.00 -8.6702 2.5188 3.0868
1050.00 -9.1301 2.4860 2.9335
1060.00 -9.0973 2.5937 3.2280
1070.00 -8.9611 2.7797 3.4418
1080.00 -9.0217 2.4294 3.4336
1090.00 -9.1277 1.8769 3.0135
1100.00 -9.1771 1.9130 3.2234
1110.00 -9.1933 1.8563 3.3831
1120.00 -9.5905 1.7103 3.1842
1130.00 -9.8307 1.6264 3.0752
1140.00 -9.3949 1.4932 3.1902
1150.00 -9.6364 1.4610 3.2884
1160.00 -9.7079 1.3145 3.2833
1170.00 -9.6124 1.2239 3.7961
1180.00 -9.9049 0.9242 3.8986
1190.00 -10.2210 1.3987 4.2159
1200.00 -9.9868 1.5444 4.6432
1210.00 -9.5033 1.5957 4.6454
1220.00 -9.6531 1.3447 4.3850
1230.00 -9.0802 1.3347 4.7056
1240.00 -9.1043 0.9776 4.9326
1250.00 -9.0183 0.5273 5.2391
1260.00 -9.2381 0.4594 5.0787
1270.00 -9.4726 -0.0969 5.0209
1280.00 -9.4555 -0.0425 5.0754
1290.00 -9.2867 0.2514 4.9291
1300.00 -9.3532 0.4899 5.0357
1310.00 -9.5204 0.6050 4.8527
1320.00 -9.1104 0.5994 4.7990
1330.00 -8.9254 0.2919 5.2235
1340.00 -9.0731 0.2748 5.5036
1350.00 -9.2480 0.0409 5.0993
1360.00 -9.5296 0.1117 4.8696
1370.00 -9.3982 -0.0723 4.7582
1380.00 -9.2999 -0.2714 4.3160
1390.00 -9.4389 0.0856 4.2927
1400.00 -9.3720 0.1070 4.1513
1410.00 -8.7736 -0.2074 3.9103
1420.00 -8.4875 -0.5613 3.9473
1430.00 -8.2528 -1.0184 4.0948
1440.00 -8.3748 -0.9337 4.2468
1450.00 -8.6428 -1.0096 4.1613
1460.00 -8.9222 -1.1722 4.0902
1470.00 -9.0020 -1.7982 3.9135
1480.00 -9.2275 -1.9367 3.8127
1490.00 -9.1448 -2.1086 3.6393
1500.00 -8.8244 -2.2976 3.5718
1510.00 -8.5210 -2.7312 3.5625
1520.00 -8.4079 -2.6611 3.1871
1530.00 -8.1418 -3.2779 3.3449
1540.00 -8.4077 -2.9453 3.7532
1550.00 -8.4183 -3.1292 3.6546
1560.00 -8.6778 -2.7793 3.6212
1570.00 -8.9625 -2.8982 3.1526
1580.00 -8.5537 -2.1854 2.9759
1590.00 -8.6058 -2.1648 3.2055
1600.00 -8.6138 -2.1099 3.0534
1610.00 -8.6614 -2.0061 2.9906
1620.00 -8.7596 -1.6914 2.5375
1630.00 -8.9990 -1.7934 2.6900
1640.00 -9.3335 -1.9190 2.8346
1650.00 -9.2540 -2.6672 2.4231
1660.00 -9.5953 -2.8037 2.2824
1670.00 -9.7647 -3.2153 2.5621
1680.00 -9.4201 -3.5207 2.6275
1690.00 -9.3989 -3.4327 2.5390
1700.00 -9.1987 -3.4080 2.5387
