# r rdf(r)
0.911966 0.05425741000000008
0.935898 0.2998910649999996
0.959829 1.014174410000001
0.983761 2.1316115699999947
1.007693 3.061624119999999
1.031624 3.740246399999998
1.055556 3.8462761800000007
1.079488 3.624641675000005
1.103419 3.287710705000001
1.127351 2.8124878099999955
1.151283 2.3695833900000003
1.175214 2.0553233250000003
1.199146 1.8452749599999998
1.223078 1.5984902350000005
1.247009 1.4466972149999981
1.270941 1.2836283349999997
1.294873 1.1910085599999998
1.318805 1.0717042999999995
1.342736 0.9832579700000001
1.366668 0.9180976299999998
1.390600 0.8550822199999999
1.414531 0.8066900250000002
1.438463 0.7265827350000003
1.462395 0.7223212600000001
1.486326 0.6708657649999995
1.510258 0.6883016750000003
1.534190 0.6484292299999987
1.558121 0.6255332300000004
1.582053 0.6228836949999995
1.605985 0.6114570050000003
1.629916 0.612050495
1.653848 0.6100958499999998
1.677780 0.6152592200000001
1.701712 0.6289148950000003
1.725643 0.641103
1.749575 0.637030335
1.773507 0.6596737900000001
1.797438 0.6844221850000004
1.821370 0.699775155000001
1.845302 0.7269407399999999
1.869233 0.7558934700000003
1.893165 0.8013166700000004
1.917097 0.8079316350000001
1.941028 0.8708411099999975
1.964960 0.9016763049999997
1.988892 0.9336661350000001
2.012823 0.9659992100000001
2.036755 1.007785605
2.060687 0.9968191100000003
2.084619 1.0403054549999997
2.108550 1.063942945
2.132482 1.0922173649999993
2.156414 1.0965078899999998
2.180345 1.1101404399999995
2.204277 1.1159843200000004
2.228209 1.1316553699999994
2.252140 1.121406440000001
2.276072 1.121880845
2.300004 1.119578525000001
2.323935 1.1115914400000002
2.347867 1.1228258799999977
2.371799 1.1087257300000009
2.395730 1.0957069149999996
2.419662 1.104484505
2.443594 1.0825590149999995
2.467526 1.0627546300000004
2.491457 1.068760995
2.515389 1.062260344999999
2.539321 1.0625175099999997
2.563252 1.0471802200000009
2.587184 1.0474840250000004
2.611116 1.0270472999999996
2.635047 1.0324213250000003
2.658979 1.0262832049999997
2.682911 1.0097718450000006
2.706842 1.013584835
2.730774 1.0094655149999998
2.754706 1.0173547649999999
2.778637 1.013626105
2.802569 1.005823615
2.826501 1.0138956199999996
2.850433 0.9966499349999995
2.874364 1.0019713300000004
2.898296 1.0022881500000005
2.922228 1.0074110650000005
2.946159 0.9929719299999998
2.970091 0.9956663350000001
2.994023 1.0046660299999999
3.017954 0.9922379449999997
3.041886 0.9803830849999997
3.065818 0.9936410100000006
3.089749 0.9859710199999995
3.113681 0.9883649000000009
3.137613 0.9766746949999999
3.161544 0.977722754999999
3.185476 0.9811103300000003
3.209408 0.9731741450000001
3.233340 0.97290702
3.257271 0.970528185
3.281203 0.9795423950000002
