angle: 1.5707963267948966
energy: 2.9999999999999996
force: 3.0 0.0 0.0
angle: 1.884955592153876
energy: 2.0729490168751568
force: 2.713525491562421 -0.8816778784387105 0.0
angle: 2.199114857512855
energy: 1.2366442431225804
force: 1.963525491562421 -1.42658477444273 0.0
angle: 2.5132741228718345
energy: 0.5729490168751573
force: 1.0364745084375786 -1.4265847744427298 0.0
angle: 2.8274333882308142
energy: 0.14683045111453907
force: 0.2864745084375784 -0.8816778784387096 0.0
angle: 3.141592653589793
energy: 3.000000248221113e-10
force: 3.000000248195135e-10 -1.8369701985214254e-16 0.0
angle: 2.8274333882308147
energy: 0.1468304511145384
force: 0.2864745084375771 0.8816778784387077 0.0
angle: 2.5132741228718345
energy: 0.5729490168751573
force: 1.0364745084375786 1.4265847744427305 0.0
angle: 2.199114857512856
energy: 1.2366442431225781
force: 1.9635254915624196 1.4265847744427322 0.0
angle: 1.8849555921538759
energy: 2.072949016875157
force: 2.713525491562421 0.88167787843871 0.0
angle: 1.5707963267948968
energy: 2.999999999999999
force: 3.0 8.881784197001252e-16 0.0
