          1.00000        0.00000        0.00017
          0.99262        0.00000        0.12129
          0.99266        0.00000       -0.12096
          0.95106        0.16995        0.00000
          0.95106       -0.16995        0.00000
          0.94356        0.16995        0.11920
          0.94356       -0.16995        0.11920
          0.94356        0.16995       -0.11920
          0.94356       -0.16995       -0.11920
          0.97063        0.00000        0.24059
          0.97070        0.00000       -0.24028
          0.92118        0.16995        0.23652
          0.92118       -0.16995        0.23652
          0.92118        0.16995       -0.23652
          0.92118       -0.16995       -0.23652
          0.80902        0.30474        0.00018
          0.80902       -0.30474        0.00018
          0.93437        0.00000        0.35630
          0.93448        0.00000       -0.35601
          0.79991        0.30474       -0.12108
          0.79991       -0.30474       -0.12108
          0.79985        0.30474        0.12142
          0.79985       -0.30474        0.12142
          0.88427        0.16995        0.35011
          0.88427       -0.16995        0.35011
          0.88427        0.16995       -0.35011
          0.88427       -0.16995       -0.35011
          0.77274        0.30474       -0.23954
          0.77274       -0.30474       -0.23954
          0.77264        0.30474        0.23986
          0.77264       -0.30474        0.23986
          0.88440        0.00000        0.46674
          0.88453        0.00000       -0.46648
          0.58778        0.30944        0.00072
          0.58778       -0.30944        0.00072
          0.83342        0.16995        0.45817
          0.83342       -0.16995        0.45817
          0.83342        0.16995       -0.45817
          0.83342       -0.16995       -0.45817
          0.72816        0.30474       -0.35255
          0.72816       -0.30474       -0.35255
          0.72802        0.30474        0.35284
          0.72802       -0.30474        0.35284
          0.57475        0.30944       -0.12310
          0.57475       -0.30944       -0.12310
          0.57447        0.30944        0.12442
          0.57447       -0.30944        0.12442
          0.82145        0.00000        0.57028
          0.82161        0.00000       -0.57005
          0.53601        0.30944       -0.24121
          0.53601       -0.30944       -0.24121
          0.53549        0.30944        0.24236
          0.53549       -0.30944        0.24236
          0.44556        0.25003       -0.09326
          0.44556       -0.25003       -0.09326
          0.58856        0.30747       -0.34170
          0.58856       -0.30747       -0.34170
          0.58844        0.30747        0.34193
          0.58844       -0.30747        0.34193
          0.44090        0.24824        0.09592
          0.44090       -0.24824        0.09592
          0.76942        0.16995        0.55902
          0.76942       -0.16995        0.55902
          0.76942        0.16995       -0.55902
          0.76942       -0.16995       -0.55902
          0.66720        0.30474       -0.45755
          0.66720       -0.30474       -0.45755
          0.66703        0.30474        0.45780
          0.66703       -0.30474        0.45780
          0.47343        0.30944       -0.34837
          0.47343       -0.30944       -0.34837
          0.47273        0.30944        0.34931
          0.47273       -0.30944        0.34931
          0.74647        0.00000        0.66542
          0.74665        0.00000       -0.66521
          0.30902        0.18452        0.00000
          0.30902       -0.18452        0.00000
          0.36597        0.24798       -0.26295
          0.36597       -0.24798       -0.26295
          0.36563        0.24797        0.26339
          0.36563       -0.24797        0.26339
          0.69329        0.16995        0.65104
          0.69329       -0.16995        0.65104
          0.69329        0.16995       -0.65104
          0.69329       -0.16995       -0.65104
          0.28549        0.18452        0.11826
          0.28549       -0.18452        0.11826
          0.28549        0.18452       -0.11826
          0.28549       -0.18452       -0.11826
          0.59125        0.30474       -0.55221
          0.59125       -0.30474       -0.55221
          0.59105        0.30474        0.55242
          0.59105       -0.30474        0.55242
          0.38990        0.30944       -0.43986
          0.38990       -0.30944       -0.43986
          0.38908        0.30944        0.44058
          0.38908       -0.30944        0.44058
          0.66058        0.00000        0.75076
          0.66077        0.00000       -0.75059
          0.21851        0.18452        0.21851
          0.21851       -0.18452        0.21851
          0.21851        0.18452       -0.21851
          0.21851       -0.18452       -0.21851
          0.16751        0.14801       -0.02766
          0.16751       -0.14801       -0.02766
          0.60623        0.16995        0.73280
          0.60623       -0.16995        0.73280
          0.60623        0.16995       -0.73280
          0.60623       -0.16995       -0.73280
